order_id,customer_id,product_id,quantity,order_date,order_time,payment_method,order_status,shipping_city,discount_percentage
ORD-01035,224,2,4,24/06/2026,19:30:50,e-wallet,completed,København,15
ORD-01036,1425,10,1,25/03/2026,11:56:26,e-wallet,completed,Skrwilno,0
ORD-01037,353,11,2,15/06/2026,6:58:26,e-wallet,completed,Beigong,0
ORD-01038,1107,16,6,15/03/2026,8:25:35,e-wallet,completed,Dolice,10
ORD-01039,713,12,2,30/01/2026,19:50:52,credit_card,pending,Krajan Srigonco,0
ORD-01040,443,17,2,06/02/2026,12:25:23,e-wallet,completed,Baturinggit Kaja,0
ORD-01041,370,19,1,17/02/2026,21:27:56,cod,completed,Tisco,0
ORD-01042,852,12,5,10/05/2026,6:39:40,e-wallet,cancelled,Wolowiro,0
ORD-01043,1757,3,7,03/03/2026,22:09:59,bank_transfer,pending,Lais,0
ORD-01044,1873,7,5,28/05/2026,,e-wallet,pending,Bayḩān,0
ORD-01045,344,5,5,01/05/2026,6:53:40,cod,completed,Thị Trấn Tân Yên,0
ORD-01046,1965,9,4,04/02/2026,3:08:34,credit_card,pending,San Carlos,0
ORD-01047,1685,5,2,19/04/2026,14:48:31,e-wallet,completed,Wahai,0
ORD-01048,241,14,3,28/03/2026,20:03:14,cod,refunded,Krásná Hora nad Vltavou,0
ORD-01049,1786,19,1,17/03/2026,18:45:17,e-wallet,completed,Moita,0
ORD-01050,1964,15,5,19/04/2026,4:16:14,e-wallet,completed,Ymittos,0
ORD-01051,170,14,7,30/01/2026,20:28:29,e-wallet,completed,Zhapu,0
ORD-01052,45,4,5,03/06/2026,1:36:44,e-wallet,completed,Łaszczów,10
ORD-01053,1921,19,1,12/03/2026,14:04:47,cod,cancelled,Yunshan,0
ORD-01054,385,8,2,,11:08:14,e-wallet,cancelled,Abuxarda,0
ORD-01055,327,10,2,08/02/2026,20:20:05,bank_transfer,completed,Avaré,0
ORD-01056,564,9,5,16/01/2026,4:31:50,cod,pending,Mempawah,0
ORD-01057,1707,16,4,09/03/2026,0:35:53,cod,completed,Kembang,0
ORD-01058,1384,2,4,02/05/2026,8:05:52,cod,cancelled,Negararatu,0
ORD-01059,1860,13,2,16/01/2026,14:55:01,cod,cancelled,Basco,0
ORD-01060,1303,14,2,20/02/2026,5:22:53,cod,pending,Liuheng,0
ORD-01061,820,5,1,06/04/2026,8:10:31,bank_transfer,completed,Dikirnis,0
ORD-01062,483,9,6,,17:16:49,e-wallet,cancelled,,10
ORD-01063,1794,10,1,07/01/2026,0:55:07,e-wallet,completed,Pangkalan,0
ORD-01064,865,9,1,04/03/2026,14:35:11,bank_transfer,completed,Nykarleby,0
ORD-01065,248,16,1,02/03/2026,17:09:09,bank_transfer,completed,Weixin,15
ORD-01066,321,16,2,04/06/2026,12:14:35,bank_transfer,pending,Bābolsar,10
ORD-01067,634,7,1,30/01/2026,14:13:53,bank_transfer,completed,Zhongdong,10
ORD-01068,1180,2,2,,11:11:23,e-wallet,completed,Quime,0
ORD-01069,635,6,3,06/04/2026,22:01:30,bank_transfer,completed,Gent,10
ORD-01070,78,5,1,30/05/2026,8:37:48,bank_transfer,completed,Jiexiu,0
ORD-01071,587,7,4,12/04/2026,16:28:18,e-wallet,completed,Maroa,0
ORD-01072,674,8,1,06/03/2026,10:42:38,bank_transfer,pending,Toshkivka,0
ORD-01073,1655,3,7,11/03/2026,17:57:18,e-wallet,completed,Machang,0
ORD-01074,1794,17,1,22/06/2026,0:31:20,bank_transfer,cancelled,Metu,0
ORD-01075,929,9,3,27/05/2026,5:24:55,bank_transfer,cancelled,Tamorot,0
ORD-01076,152,5,2,27/04/2026,13:54:21,e-wallet,completed,,0
ORD-01077,1926,9,3,16/01/2026,3:26:32,bank_transfer,pending,,0
ORD-01078,1690,1,3,14/03/2026,6:30:58,e-wallet,completed,Ronda,0
ORD-01079,898,4,1,14/02/2026,22:16:53,bank_transfer,completed,San Bernardino,0
ORD-01080,153,5,2,23/06/2026,17:10:06,bank_transfer,completed,Houxixi,0
ORD-01081,1474,14,2,18/02/2026,16:03:14,bank_transfer,completed,Cikiruh,0
ORD-01082,1119,15,2,26/04/2026,,e-wallet,pending,Bålsta,10
ORD-01083,823,12,1,06/02/2026,22:02:37,e-wallet,refunded,Ringim,0
ORD-01084,62,16,3,02/01/2026,11:51:09,bank_transfer,cancelled,Purworejo,30
ORD-01085,1136,15,6,,15:48:55,bank_transfer,cancelled,Huotian,0
ORD-01086,1411,3,2,07/06/2026,4:15:52,cod,completed,Ribeira,0
ORD-01087,16,5,1,11/03/2026,1:10:24,bank_transfer,completed,Maripipi,0
ORD-01088,474,10,6,11/01/2026,12:43:17,bank_transfer,completed,Talugtug,15
ORD-01089,1286,19,2,02/05/2026,5:26:47,bank_transfer,completed,Petani,0
ORD-01090,1256,7,6,12/04/2026,0:39:03,credit_card,pending,Gualeguaychú,0
ORD-01091,1328,18,3,23/05/2026,23:23:06,credit_card,pending,Kachkanar,0
ORD-01092,1767,18,3,18/03/2026,19:51:43,bank_transfer,completed,Jiepai,15
ORD-01093,667,4,1,17/03/2026,19:10:06,bank_transfer,cancelled,Beiwenquan,0
ORD-01094,591,6,1,11/02/2026,7:55:33,e-wallet,pending,Longhua,0
ORD-01095,645,18,6,,2:39:35,e-wallet,completed,Biris Daja,0
ORD-01096,411,3,1,21/03/2026,10:36:10,e-wallet,pending,Kuala Lumpur,0
ORD-01097,219,20,1,31/01/2026,4:41:36,cod,cancelled,Lodja,0
ORD-01098,835,20,7,03/06/2026,14:22:51,e-wallet,completed,Sayán,15
ORD-01099,1486,18,1,09/06/2026,12:05:00,e-wallet,completed,Kaem,0
ORD-01100,1250,12,3,22/01/2026,,e-wallet,completed,Murów,0
ORD-01101,283,3,7,28/06/2026,17:10:22,e-wallet,cancelled,Fajões,0
ORD-01102,111,17,1,05/04/2026,16:17:58,bank_transfer,pending,Goléré,0
ORD-01103,642,14,2,31/01/2026,2:33:33,credit_card,pending,,0
ORD-01104,1966,15,2,28/05/2026,18:05:23,,completed,Jilong,0
ORD-01105,787,14,5,04/04/2026,16:50:37,bank_transfer,completed,Wałcz,0
ORD-01106,102,4,1,17/02/2026,18:27:30,cod,refunded,Morávka,0
ORD-01107,1009,2,1,,10:25:07,bank_transfer,cancelled,Priekulė,0
ORD-01108,1326,11,1,08/06/2026,5:58:55,e-wallet,completed,Riebiņi,15
ORD-01109,402,11,1,16/05/2026,17:47:39,cod,pending,Beihe,0
ORD-01110,291,13,5,19/06/2026,8:28:52,e-wallet,cancelled,Novaya Mayna,0
ORD-01111,639,19,1,18/06/2026,6:26:56,e-wallet,pending,Bogorame,0
ORD-01112,1604,5,2,06/05/2026,15:40:14,e-wallet,cancelled,Murillo,10
ORD-01113,657,16,5,17/02/2026,15:32:45,e-wallet,completed,Rancaseneng,0
ORD-01114,684,20,6,20/02/2026,10:39:38,bank_transfer,cancelled,Gebang,10
ORD-01115,1435,8,1,12/04/2026,17:06:40,cod,cancelled,Baranów,30
ORD-01116,782,4,6,13/03/2026,18:22:34,bank_transfer,completed,,0
ORD-01117,545,18,2,29/04/2026,9:51:31,e-wallet,cancelled,Tabivere,0
ORD-01118,1042,1,1,21/01/2026,7:49:26,e-wallet,completed,Qila Abdullāh,0
ORD-01119,1824,5,1,09/04/2026,14:30:21,cod,completed,Gongxi,0
ORD-01120,98,11,1,12/03/2026,19:04:57,e-wallet,completed,Panawuan,15
ORD-01121,574,6,6,14/01/2026,2:35:11,e-wallet,pending,Sérifos,0
ORD-01122,553,4,3,25/05/2026,8:45:23,e-wallet,completed,Podporozh’ye,0
ORD-01123,1938,2,2,28/06/2026,19:57:09,bank_transfer,completed,Cullhuas,0
ORD-01124,1828,15,2,15/06/2026,10:58:26,e-wallet,completed,Norrköping,15
ORD-01125,1418,15,5,20/06/2026,1:49:12,e-wallet,pending,Staraya Russa,0
ORD-01126,1075,11,6,14/03/2026,11:37:04,credit_card,completed,Al Ḩajar al Aswad,30
ORD-01127,1072,5,2,10/06/2026,6:11:24,e-wallet,completed,Kigoma,0
ORD-01128,835,3,1,02/05/2026,,e-wallet,completed,Geneng,0
ORD-01129,1074,1,2,10/05/2026,1:21:43,,cancelled,Saint-Pierre,0
ORD-01130,1706,5,4,25/01/2026,,bank_transfer,cancelled,Nacka,0
ORD-01131,274,7,4,23/05/2026,13:46:13,e-wallet,completed,El Calvario,15
ORD-01132,1491,2,1,26/01/2026,15:16:27,credit_card,refunded,Cikole,15
ORD-01133,666,7,6,18/06/2026,12:08:48,cod,cancelled,,10
ORD-01134,867,17,2,03/02/2026,21:17:49,credit_card,pending,Fradelos,30
ORD-01135,622,9,7,04/06/2026,1:20:59,bank_transfer,refunded,Paris La Défense,0
ORD-01136,1410,1,2,29/03/2026,11:16:34,bank_transfer,completed,Labuhan Deli,0
ORD-01137,904,9,1,12/04/2026,,e-wallet,completed,Sincelejo,10
ORD-01138,97,9,4,04/03/2026,22:59:42,e-wallet,pending,Quintinha,0
ORD-01139,1005,2,1,10/06/2026,19:37:00,e-wallet,pending,Waingapu,0
ORD-01140,1291,12,2,08/03/2026,22:30:28,bank_transfer,cancelled,Tangxing,0
ORD-01141,210,12,1,22/04/2026,0:56:51,e-wallet,pending,Nanhu,0
ORD-01142,183,1,3,15/03/2026,16:11:08,bank_transfer,pending,,30
ORD-01143,1860,6,6,04/02/2026,4:31:55,,pending,Daşoguz,15
ORD-01144,1598,7,2,08/04/2026,22:57:57,e-wallet,completed,Uchkeken,10
ORD-01145,1309,3,2,07/04/2026,22:58:38,bank_transfer,cancelled,Sydney,0
ORD-01146,51,19,5,23/01/2026,15:20:58,credit_card,completed,Anh Son,0
ORD-01147,1383,8,1,01/06/2026,1:31:29,e-wallet,refunded,Yangzizhou,0
ORD-01148,1735,17,2,21/01/2026,4:46:57,e-wallet,cancelled,Balas,0
ORD-01149,1840,13,2,08/04/2026,10:24:46,e-wallet,refunded,Shakhun’ya,0
ORD-01150,5,20,3,09/04/2026,7:18:41,credit_card,pending,Chitré,0
ORD-01151,1550,7,2,07/02/2026,13:44:43,credit_card,completed,Cilegong,0
ORD-01152,467,18,4,27/03/2026,20:08:08,,completed,Boulogne-Billancourt,0
ORD-01153,77,7,2,02/02/2026,18:11:08,bank_transfer,completed,Gegu,0
ORD-01154,230,7,6,20/01/2026,5:11:40,cod,cancelled,Banyuurip,10
ORD-01155,940,16,1,02/05/2026,15:47:55,e-wallet,pending,Bang Nam Priao,0
ORD-01156,1026,20,1,14/01/2026,20:55:44,,completed,Yingtou,0
ORD-01157,1785,10,1,11/01/2026,9:51:31,credit_card,completed,Washington,0
ORD-01158,1673,16,2,02/04/2026,8:51:46,e-wallet,completed,Lluidas Vale,0
ORD-01159,251,10,4,26/06/2026,,e-wallet,completed,Brdów,0
ORD-01160,917,16,2,30/05/2026,19:00:00,e-wallet,pending,‘Ubāl,0
ORD-01161,1641,13,1,,14:29:33,e-wallet,completed,Isakly,0
ORD-01162,1246,9,2,07/05/2026,22:36:41,e-wallet,completed,Numazu,0
ORD-01163,1433,1,4,,9:18:03,e-wallet,completed,,0
ORD-01164,1642,9,1,15/03/2026,14:44:14,e-wallet,pending,Suwaru,15
ORD-01165,1647,17,1,27/04/2026,20:04:34,cod,completed,Olafulihaa,0
ORD-01166,1162,7,7,18/03/2026,3:54:39,bank_transfer,refunded,Tasböget,0
ORD-01167,1648,17,3,20/01/2026,21:18:11,credit_card,completed,Krasnoarmiys’k,0
ORD-01168,1828,9,1,28/03/2026,19:52:35,bank_transfer,pending,Tall Ḩamīs,0
ORD-01169,123,18,4,30/04/2026,1:32:11,bank_transfer,refunded,Cola,0
ORD-01170,536,14,2,30/04/2026,14:25:58,e-wallet,completed,Tajinan,0
ORD-01171,1888,3,7,25/06/2026,7:46:03,e-wallet,completed,Sidem,0
ORD-01172,1897,5,1,16/06/2026,3:55:25,e-wallet,cancelled,,0
ORD-01173,1348,17,1,08/04/2026,6:27:57,bank_transfer,pending,Latacunga,0
ORD-01174,1607,8,2,08/06/2026,2:52:23,bank_transfer,completed,Biyan,0
ORD-01175,1391,17,1,01/06/2026,22:31:14,e-wallet,pending,Kunda,15
ORD-01176,359,12,7,18/05/2026,3:17:26,bank_transfer,pending,Dipayal,0
ORD-01177,1034,19,3,07/02/2026,6:20:19,e-wallet,completed,Anuling,0
ORD-01178,1673,6,1,25/06/2026,1:45:07,bank_transfer,refunded,Guanjiabao,0
ORD-01179,332,17,1,22/06/2026,12:02:25,credit_card,completed,Siluko,15
ORD-01180,1923,18,7,11/03/2026,1:13:34,e-wallet,pending,Tumxuk,0
ORD-01181,1301,14,1,20/03/2026,1:19:41,e-wallet,cancelled,Madison,0
ORD-01182,1197,8,2,26/04/2026,19:31:16,credit_card,pending,Labangka Satu,0
ORD-01183,161,8,1,01/02/2026,15:45:07,e-wallet,completed,Barang,0
ORD-01184,353,19,6,01/04/2026,11:29:24,e-wallet,completed,Moutas,0
ORD-01185,1094,20,4,02/03/2026,4:59:15,cod,pending,Bayt al ‘Awābī,0
ORD-01186,232,12,2,03/06/2026,8:58:17,e-wallet,completed,Gurung,0
ORD-01187,1167,13,1,27/04/2026,20:48:12,cod,completed,Shuyuan,15
ORD-01188,1517,5,5,21/05/2026,1:01:53,e-wallet,refunded,Aranguren,0
ORD-01189,1118,10,4,28/03/2026,11:57:33,e-wallet,cancelled,Mzuzu,0
ORD-01190,1097,20,2,07/03/2026,0:10:12,e-wallet,completed,Kryry,10
ORD-01191,1875,1,1,22/05/2026,12:40:43,bank_transfer,pending,Candelária,15
ORD-01192,1529,12,4,19/06/2026,1:12:19,e-wallet,pending,Pasarkolot,0
ORD-01193,732,8,1,09/01/2026,23:42:07,e-wallet,completed,Shuitian,0
ORD-01194,192,20,2,24/03/2026,23:02:36,bank_transfer,cancelled,Baipenzhu,0
ORD-01195,1297,10,3,31/01/2026,3:41:46,e-wallet,refunded,Nantang,10
ORD-01196,540,6,1,,6:54:19,credit_card,completed,,0
ORD-01197,346,1,1,11/02/2026,10:09:31,e-wallet,cancelled,Hotsk,0
ORD-01198,688,9,2,24/04/2026,6:35:52,e-wallet,pending,Mbanga,0
ORD-01199,926,12,1,04/03/2026,16:07:40,cod,pending,Kapsan-ŭp,0
ORD-01200,609,12,4,31/03/2026,17:09:59,cod,cancelled,Ust’-Labinsk,0
ORD-01201,198,17,1,15/04/2026,5:33:51,e-wallet,pending,Baklashi,0
ORD-01202,111,9,6,15/03/2026,16:50:02,cod,pending,Yevlakh,0
ORD-01203,1783,5,1,23/03/2026,16:32:56,credit_card,cancelled,Ganlin,0
ORD-01204,1338,15,1,25/04/2026,3:03:03,credit_card,pending,Tunggaoen Timur,15
ORD-01205,1825,13,4,24/04/2026,0:48:35,e-wallet,completed,,0
ORD-01206,1872,19,4,27/02/2026,22:46:16,e-wallet,pending,Lameiro,10
ORD-01207,1337,13,2,31/01/2026,10:27:41,,refunded,Lynn,0
ORD-01208,1612,6,3,14/03/2026,16:27:36,e-wallet,cancelled,Paola,0
ORD-01209,1877,19,1,01/06/2026,12:04:12,bank_transfer,completed,Kushchëvskaya,0
ORD-01210,113,11,6,08/04/2026,12:34:17,cod,completed,Kyurdarmir,0
ORD-01211,589,14,6,18/05/2026,22:10:59,bank_transfer,completed,Ibirama,0
ORD-01212,1057,10,1,25/04/2026,16:25:46,e-wallet,pending,Czerwionka-Leszczyny,0
ORD-01213,274,9,1,01/06/2026,23:03:08,e-wallet,completed,Cabean,0
ORD-01214,1887,13,6,11/05/2026,3:28:54,e-wallet,cancelled,Otuke,0
ORD-01215,1285,20,1,04/01/2026,21:25:39,bank_transfer,pending,Oakland,0
ORD-01216,1907,16,1,19/03/2026,5:38:48,bank_transfer,completed,Tianmuhu,0
ORD-01217,1778,16,3,27/04/2026,18:16:12,e-wallet,completed,Aguasay,0
ORD-01218,658,7,2,31/05/2026,16:12:41,e-wallet,completed,Medvedok,0
ORD-01219,697,7,1,17/03/2026,3:57:25,credit_card,pending,Waco,0
ORD-01220,1654,18,3,15/01/2026,13:53:44,e-wallet,cancelled,Lengkongbarang,0
ORD-01221,1956,18,4,30/05/2026,22:00:07,credit_card,completed,Nahrīn,0
ORD-01222,852,10,2,17/05/2026,,credit_card,completed,Pomacanchi,0
ORD-01223,1357,1,4,22/01/2026,13:12:47,credit_card,completed,Aiánteio,0
ORD-01224,939,6,6,13/02/2026,0:50:04,bank_transfer,completed,Hamburg,0
ORD-01225,1057,11,2,,22:31:18,e-wallet,completed,Takai,0
ORD-01226,1741,6,3,28/03/2026,4:13:36,e-wallet,completed,Bantal,0
ORD-01227,1172,8,2,18/02/2026,22:29:07,e-wallet,completed,Vetlanda,15
ORD-01228,894,8,2,28/03/2026,2:18:40,bank_transfer,completed,Muricay,0
ORD-01229,1791,11,1,01/05/2026,14:36:27,bank_transfer,refunded,Gufeng,0
ORD-01230,1843,4,6,29/05/2026,18:32:46,cod,pending,Otra Banda,0
ORD-01231,1117,18,2,17/05/2026,6:25:10,e-wallet,completed,Uglegorsk,0
ORD-01232,1275,5,2,21/03/2026,10:16:26,bank_transfer,pending,Santa Teresita,0
ORD-01233,1047,9,4,14/04/2026,16:20:06,e-wallet,completed,Buenavista,0
ORD-01234,309,19,3,15/04/2026,11:58:16,cod,pending,Ráječko,0
ORD-01235,1736,11,1,31/05/2026,14:54:58,e-wallet,cancelled,,0
ORD-01236,185,11,1,26/05/2026,19:24:19,e-wallet,refunded,Jinling,0
ORD-01237,827,8,1,28/06/2026,17:25:57,bank_transfer,completed,Haguenau,15
ORD-01238,1168,2,3,11/02/2026,22:51:41,e-wallet,pending,Mir,0
ORD-01239,1786,20,2,22/06/2026,14:58:32,bank_transfer,pending,,0
ORD-01240,1551,9,3,25/05/2026,13:34:12,bank_transfer,pending,Wanzu,0
ORD-01241,1299,18,1,05/03/2026,3:25:28,e-wallet,refunded,Santa Cruz,15
ORD-01242,364,16,1,02/03/2026,,credit_card,completed,Ḩabīl ar Raydah,0
ORD-01243,1959,7,1,22/04/2026,15:07:48,e-wallet,pending,Kungsör,15
ORD-01244,1911,3,6,04/06/2026,22:57:31,e-wallet,pending,Mechrá Belqsiri,0
ORD-01245,1714,10,1,15/06/2026,,e-wallet,pending,La Unión,0
ORD-01246,1019,9,5,27/04/2026,22:28:21,bank_transfer,completed,Rondonópolis,0
ORD-01247,1394,1,2,15/05/2026,17:10:41,credit_card,cancelled,San Juan,0
ORD-01248,1334,3,6,20/02/2026,6:20:21,bank_transfer,refunded,Dawangzhuang,15
ORD-01249,1521,9,1,04/06/2026,23:56:16,credit_card,pending,Cláudio,0
ORD-01250,760,2,1,16/02/2026,3:52:35,credit_card,pending,Midrand,0
ORD-01251,718,1,1,09/05/2026,10:03:47,e-wallet,completed,Nurlat,15
ORD-01252,387,5,2,16/03/2026,16:47:25,e-wallet,completed,Zhangqing,0
ORD-01253,1514,19,2,10/03/2026,18:11:16,e-wallet,pending,Ambatondrazaka,0
ORD-01254,306,10,2,09/02/2026,4:45:58,e-wallet,pending,Willowdale,0
ORD-01255,1962,6,4,31/01/2026,18:19:04,e-wallet,pending,Gubuk Daya,0
ORD-01256,1903,5,2,04/04/2026,3:01:11,credit_card,completed,Brniště,0
ORD-01257,1663,11,4,08/06/2026,,credit_card,completed,San Antonio Huista,0
ORD-01258,1234,2,6,05/01/2026,18:46:56,credit_card,completed,Malahide,0
ORD-01259,519,16,2,06/05/2026,15:07:48,e-wallet,completed,Mizdah,0
ORD-01260,1496,15,1,02/04/2026,20:01:00,e-wallet,pending,Maloarkhangel’sk,0
ORD-01261,1375,8,1,02/06/2026,6:01:12,e-wallet,pending,Barra Cheia,0
ORD-01262,1239,19,3,13/02/2026,10:27:20,cod,completed,Huangtu,10
ORD-01263,1258,20,2,,20:00:39,,refunded,Concordia,10
ORD-01264,1868,3,1,18/04/2026,20:47:55,e-wallet,completed,Solnechnyy,0
ORD-01265,1489,12,1,18/01/2026,16:56:07,credit_card,completed,Jiangtou,0
ORD-01266,107,8,3,13/05/2026,11:39:57,bank_transfer,pending,Pushkino,15
ORD-01267,1547,13,3,23/02/2026,9:26:45,e-wallet,cancelled,Guaranésia,0
ORD-01268,1823,4,2,11/02/2026,20:47:43,e-wallet,completed,Zhangjiaji,0
ORD-01269,310,18,4,09/03/2026,17:56:57,bank_transfer,refunded,Jianghong,15
ORD-01270,1125,10,2,12/02/2026,18:33:56,e-wallet,completed,Videm pri Ptuju,10
ORD-01271,1365,13,1,20/06/2026,5:51:26,cod,cancelled,Bode Sadu,0
ORD-01272,752,4,2,25/06/2026,19:43:50,bank_transfer,pending,Washington,0
ORD-01273,1547,7,2,01/02/2026,10:50:34,cod,pending,Logon,0
ORD-01274,279,11,3,19/05/2026,3:09:03,e-wallet,completed,Göteborg,0
ORD-01275,248,16,6,,8:48:01,e-wallet,completed,Aqsay,30
ORD-01276,1082,10,1,26/03/2026,13:53:05,bank_transfer,completed,Sangojar,0
ORD-01277,462,19,3,16/04/2026,,bank_transfer,pending,Perivóli,0
ORD-01278,1708,1,2,15/03/2026,11:04:45,bank_transfer,completed,Charlotte,30
ORD-01279,66,4,1,26/02/2026,,e-wallet,pending,Santa Paz,0
ORD-01280,725,3,5,03/03/2026,4:53:05,cod,cancelled,Aghsu,0
ORD-01281,1696,10,2,08/04/2026,20:13:15,bank_transfer,completed,Wenxing,0
ORD-01282,101,13,2,13/01/2026,8:36:54,e-wallet,pending,Baihe,0
ORD-01283,774,20,3,03/06/2026,23:18:30,bank_transfer,completed,Maggotty,10
ORD-01284,1532,17,6,29/01/2026,2:13:58,cod,cancelled,Alhambra,10
ORD-01285,307,9,2,14/02/2026,,credit_card,completed,Qushi’an,0
ORD-01286,66,1,5,12/04/2026,3:38:35,cod,cancelled,Muarabuliti,0
ORD-01287,1542,12,3,11/03/2026,11:42:23,e-wallet,refunded,Paso de los Libres,0
ORD-01288,1273,18,3,12/03/2026,17:48:44,e-wallet,refunded,Carcassonne,0
ORD-01289,1944,9,1,03/04/2026,17:12:00,bank_transfer,completed,Zhitan,0
ORD-01290,1120,15,2,22/01/2026,16:19:31,e-wallet,completed,Annau,0
ORD-01291,1497,4,6,10/06/2026,18:50:05,e-wallet,pending,Daqingshan,10
ORD-01292,273,7,2,27/04/2026,17:58:02,bank_transfer,pending,São Mamede de Infesta,0
ORD-01293,1046,6,2,06/03/2026,8:21:25,bank_transfer,pending,Kerrouchen,0
ORD-01294,1925,16,1,,9:08:28,e-wallet,completed,Jaraguá,10
ORD-01295,531,18,1,23/02/2026,5:51:42,e-wallet,pending,Lukhovka,0
ORD-01296,1244,13,5,03/02/2026,18:37:45,e-wallet,cancelled,Dakoro,0
ORD-01297,1659,2,6,11/06/2026,6:13:55,bank_transfer,refunded,Liwonde,0
ORD-01298,1100,8,3,13/05/2026,6:47:20,credit_card,refunded,Vila Fria,0
ORD-01299,338,9,1,09/06/2026,6:18:22,e-wallet,completed,,0
ORD-01300,1840,14,1,18/05/2026,13:21:12,e-wallet,completed,Radomin,0
ORD-01301,245,12,2,08/01/2026,2:23:40,e-wallet,completed,Santa Maria,10
ORD-01302,161,11,6,07/03/2026,11:00:26,e-wallet,pending,Penhold,0
ORD-01303,1752,3,5,13/06/2026,19:33:26,bank_transfer,completed,Pawa,0
ORD-01304,477,1,1,07/05/2026,11:55:26,e-wallet,pending,Lukou,0
ORD-01305,1685,11,2,14/04/2026,23:45:17,e-wallet,completed,Hepo,0
ORD-01306,807,11,3,28/01/2026,9:05:47,e-wallet,pending,Masingbi,0
ORD-01307,1345,9,1,25/06/2026,3:23:35,credit_card,pending,Ilhabela,0
ORD-01308,1343,17,2,12/06/2026,16:06:28,e-wallet,completed,,0
ORD-01309,130,3,2,04/06/2026,9:58:01,e-wallet,refunded,Kouvarás,0
ORD-01310,760,19,1,17/03/2026,15:47:43,e-wallet,pending,Punta del Este,0
ORD-01311,1853,19,1,12/02/2026,7:23:48,e-wallet,pending,Ichupampa,0
ORD-01312,1909,15,1,22/03/2026,15:17:26,credit_card,refunded,Monguno,0
ORD-01313,112,10,1,18/02/2026,10:41:30,bank_transfer,pending,Doujia,0
ORD-01314,1907,1,2,24/01/2026,23:32:11,bank_transfer,cancelled,Liuyuan,0
ORD-01315,1868,15,4,11/05/2026,13:21:40,e-wallet,pending,,0
ORD-01316,236,3,1,07/05/2026,15:39:20,cod,completed,,0
ORD-01317,510,3,1,18/03/2026,9:56:24,bank_transfer,pending,,0
ORD-01318,684,16,4,21/04/2026,12:54:13,bank_transfer,pending,Ḩukūmat-e Shīnkaī,0
ORD-01319,1752,8,1,13/06/2026,8:45:35,bank_transfer,completed,Kommunar,0
ORD-01320,1405,12,2,11/04/2026,17:51:06,e-wallet,pending,Santa Marta de Penaguião,15
ORD-01321,1119,10,1,22/01/2026,4:07:29,cod,completed,Heredia,0
ORD-01322,975,9,1,04/04/2026,4:22:36,bank_transfer,cancelled,Yuhuang,0
ORD-01323,1110,19,1,19/05/2026,23:50:46,bank_transfer,pending,Dearborn,0
ORD-01324,189,2,1,25/02/2026,5:37:26,cod,cancelled,Brak,0
ORD-01325,10,4,7,08/05/2026,14:37:24,bank_transfer,completed,Baykalovo,0
ORD-01326,544,2,1,17/02/2026,19:00:30,e-wallet,cancelled,Enschede,0
ORD-01327,690,15,2,08/06/2026,22:37:01,cod,completed,Jargalant,0
ORD-01328,1246,4,2,10/05/2026,17:13:07,credit_card,pending,Novogurovskiy,0
ORD-01329,8,19,1,03/02/2026,2:42:34,e-wallet,completed,,0
ORD-01330,66,1,6,13/03/2026,13:45:31,bank_transfer,pending,Caacupé,0
ORD-01331,1614,4,5,01/05/2026,7:46:35,e-wallet,refunded,Wanliang,30
ORD-01332,1659,3,6,20/01/2026,14:05:32,bank_transfer,refunded,Yamparáez,0
ORD-01333,513,8,4,15/04/2026,14:32:38,e-wallet,refunded,Gaoliban,10
ORD-01334,579,13,4,08/04/2026,12:05:43,credit_card,completed,Lingshan,0
ORD-01335,1295,6,1,30/04/2026,10:35:41,cod,pending,Marystown,15
ORD-01336,721,6,3,,6:48:49,bank_transfer,pending,Guadalupe,0
ORD-01337,1748,9,6,16/01/2026,18:23:46,e-wallet,completed,Congonhas,0
ORD-01338,988,18,2,10/02/2026,16:03:30,cod,pending,Hengpi,0
ORD-01339,1406,4,2,28/06/2026,11:19:07,e-wallet,completed,Melaka,0
ORD-01340,1346,2,4,23/03/2026,0:21:59,cod,cancelled,,0
ORD-01341,146,3,2,08/05/2026,3:02:08,credit_card,completed,Bongor,0
ORD-01342,1419,2,1,27/01/2026,20:31:09,cod,refunded,Dal’nerechensk,0
ORD-01343,369,7,6,23/03/2026,17:21:16,e-wallet,completed,Bocaiúva,0
ORD-01344,1414,20,1,04/01/2026,12:54:17,e-wallet,completed,Vergara,0
ORD-01345,1582,18,6,06/06/2026,23:53:53,cod,completed,Vistino,0
ORD-01346,220,13,4,15/01/2026,,bank_transfer,cancelled,Zhongshan,0
ORD-01347,470,11,3,28/05/2026,4:18:57,e-wallet,refunded,Liwonde,0
ORD-01348,1876,5,1,23/03/2026,2:55:49,e-wallet,completed,Chã,0
ORD-01349,1398,13,1,24/04/2026,10:47:41,bank_transfer,completed,Zhayang,0
ORD-01350,1065,20,6,15/01/2026,8:31:14,e-wallet,refunded,Kyzyl-Kyya,10
ORD-01351,1383,9,2,19/03/2026,14:43:26,bank_transfer,completed,Rora Timur,10
ORD-01352,888,10,3,08/06/2026,14:51:07,bank_transfer,completed,Zhongdong,0
ORD-01353,217,13,1,29/04/2026,22:58:11,bank_transfer,pending,Ngama,15
ORD-01354,870,3,7,,21:59:49,e-wallet,refunded,Capissayan Sur,0
ORD-01355,748,7,5,17/05/2026,12:32:26,credit_card,completed,Lapuz,15
